Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2002","2002","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2003","2003","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2003","2003","kg/ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2003","2003","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2004","2004","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2004","2004","kg/ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2004","2004","t","4000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2005","2005","ha","550","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2005","2005","kg/ha","8181.8","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2005","2005","t","4500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2006","2006","ha","600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2006","2006","kg/ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2006","2006","t","4500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2007","2007","ha","600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2007","2007","kg/ha","8333.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2007","2007","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2008","2008","ha","620","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2008","2008","kg/ha","14983.9","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2008","2008","t","9290","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2009","2009","ha","650","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2009","2009","kg/ha","16153.8","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2009","2009","t","10500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2010","2010","ha","600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2010","2010","kg/ha","9500","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2010","2010","t","5700","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2011","2011","ha","630","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2011","2011","kg/ha","13968.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2011","2011","t","8800","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2012","2012","ha","700","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2012","2012","kg/ha","7142.9","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2012","2012","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2013","2013","ha","930","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2013","2013","kg/ha","8924.7","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2013","2013","t","8300","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2014","2014","ha","650","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2014","2014","kg/ha","11692.3","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2014","2014","t","7600","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2015","2015","ha","680","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2015","2015","kg/ha","13529.4","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2015","2015","t","9200","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2016","2016","ha","634","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2016","2016","kg/ha","14667.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2016","2016","t","9295.82","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2017","2017","ha","950","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2017","2017","kg/ha","7276.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2017","2017","t","6912.43","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2018","2018","ha","152","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2018","2018","kg/ha","56684.6","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2018","2018","t","8597.46","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2019","2019","ha","220","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2019","2019","kg/ha","29951.7","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2019","2019","t","6600.51","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2020","2020","ha","293","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2020","2020","kg/ha","22100.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2020","2020","t","6477.49","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2021","2021","ha","286","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2021","2021","kg/ha","20791.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2021","2021","t","5950.33","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2022","2022","ha","408","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2022","2022","kg/ha","14304.9","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2022","2022","t","5837.62","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2023","2023","ha","906","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2023","2023","kg/ha","7470.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2023","2023","t","6766.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01311","Avocados","2024","2024","ha","1354","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01311","Avocados","2024","2024","kg/ha","6989.3","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01311","Avocados","2024","2024","t","9464.07","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1961","1961","ha","99000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1961","1961","kg/ha","9969.5","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1961","1961","t","986976","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1962","1962","ha","147000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1962","1962","kg/ha","10012.4","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1962","1962","t","1471830","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1963","1963","ha","88000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1963","1963","kg/ha","9990.7","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1963","1963","t","879180","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1964","1964","ha","94285","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1964","1964","kg/ha","10959.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1964","1964","t","1033343","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1965","1965","ha","100185","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1965","1965","kg/ha","12000.3","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1965","1965","t","1202250","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1966","1966","ha","121000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1966","1966","kg/ha","9974.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1966","1966","t","1206900","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1967","1967","ha","130000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1967","1967","kg/ha","12000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1967","1967","t","1560000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1968","1968","ha","134500","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1968","1968","kg/ha","12007.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1968","1968","t","1615000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1969","1969","ha","136500","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1969","1969","kg/ha","12000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1969","1969","t","1638000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1970","1970","ha","150100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1970","1970","kg/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1970","1970","t","1651100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1971","1971","ha","152660","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1971","1971","kg/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1971","1971","t","1679260","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1972","1972","ha","152778","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1972","1972","kg/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1972","1972","t","1680558","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1973","1973","ha","156050","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1973","1973","kg/ha","11325.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1973","1973","t","1767326","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1974","1974","ha","181078","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1974","1974","kg/ha","9103.6","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1974","1974","t","1648458","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1975","1975","ha","190358","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1975","1975","kg/ha","9109.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1975","1975","t","1734070","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1976","1976","ha","200261","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1976","1976","kg/ha","9089","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1976","1976","t","1820163","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1977","1977","ha","208187","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1977","1977","kg/ha","9108.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1977","1977","t","1896258","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1978","1978","ha","202053","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1978","1978","kg/ha","9560.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1978","1978","t","1931712","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1979","1979","ha","198100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1979","1979","kg/ha","10212","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1979","1979","t","2022992","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1980","1980","ha","224600","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1980","1980","kg/ha","9185.7","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1980","1980","t","2063100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1981","1981","ha","242800","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1981","1981","kg/ha","9559.6","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1981","1981","t","2321070","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1982","1982","ha","248900","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1982","1982","kg/ha","9554.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1982","1982","t","2378080","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1983","1983","ha","247000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1983","1983","kg/ha","9564.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1983","1983","t","2362500","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1984","1984","ha","253500","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1984","1984","kg/ha","8110.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1984","1984","t","2056000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1985","1985","ha","253100","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1985","1985","kg/ha","9557.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1985","1985","t","2419000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1986","1986","ha","240695","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1986","1986","kg/ha","9413.2","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1986","1986","t","2265700","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1987","1987","ha","204400","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1987","1987","kg/ha","11202.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1987","1987","t","2289800","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1988","1988","ha","320000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1988","1988","kg/ha","7500.6","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1988","1988","t","2400200","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1989","1989","ha","408300","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1989","1989","kg/ha","7395.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1989","1989","t","3019600","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1990","1990","ha","400570","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1990","1990","kg/ha","6932","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1990","1990","t","2776770","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1991","1991","ha","480000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1991","1991","kg/ha","6443.5","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1991","1991","t","3092900","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1992","1992","ha","550000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1992","1992","kg/ha","6449.5","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1992","1992","t","3547200","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1993","1993","ha","330000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1993","1993","kg/ha","6472.7","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1993","1993","t","2136000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1994","1994","ha","230000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1994","1994","kg/ha","6473.9","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1994","1994","t","1489000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1995","1995","ha","310000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1995","1995","kg/ha","6458.1","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1995","1995","t","2002000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1996","1996","ha","325000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1996","1996","kg/ha","6476.9","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1996","1996","t","2105000","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1997","1997","ha","349906","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1997","1997","kg/ha","6425.8","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1997","1997","t","2248419","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1998","1998","ha","405264","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1998","1998","kg/ha","6478.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1998","1998","t","2625485","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","1999","1999","ha","410323","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","1999","1999","kg/ha","7061.3","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","1999","1999","t","2897433","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2000","2000","ha","360470","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2000","2000","kg/ha","6137.1","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2000","2000","t","2212250","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2001","2001","ha","363249","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2001","2001","kg/ha","4911.4","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2001","2001","t","1784058","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2002","2002","ha","358863","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2002","2002","kg/ha","7760.3","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2002","2002","t","2784870","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2003","2003","ha","360000","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2003","2003","kg/ha","6688.4","E","Estimated value",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2003","2003","t","2407837","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2004","2004","ha","363383","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2004","2004","kg/ha","6796.5","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2004","2004","t","2469740","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5312","Area harvested","01312","Bananas","2005","2005","ha","361251","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5412","Yield","01312","Bananas","2005","2005","kg/ha","7178.1","A","Official figure",""
"QCL","Crops and livestock products","646","Rwanda","5510","Production","01312","Bananas","2005","2005","t","2593080","A","Official figure",""
